KIMBER,Bimbo,Cemex,Inbursa,Alfa,ICA,Elektra
46.41,65.12,37.68997,30.49,82.36,71.52,213.86
45.9999,65.59,37.55001,30.94,82.99,73.43,213.99
46.02,63.93,37.02003,31.2,81.15,70.09,214.03
45.8499,63.48,36.94994,31,78.28,69.49,210.16
45.5499,61.14,36.10002,30.99,74.86,66.6,204.99
43.9701,61.24,35.66998,30.74,75.18,64.68,216
44.0601,62.19,35.77998,30.57,77.1,69.19,217.85
43.5201,61.38,35.46999,30.51,75.5,69.58,214.06
43.5099,61.66,34.52002,30.5,75.69,68.23,214.37
43.8999,62.33,35.27,30.05,76.94,70.13,215.25
43.02,62.6,34.81,30,75.68,70.78,205.01
43.5201,63.5,34.21998,29.75,75.27,71.15,209.93
43.7601,62.04,35.46004,29.19,77.15,72.48,212
43.9299,63.72,35.99002,29.45,80.97,74.55,218.54
42.99,61.69,36.06995,28.78,78.3,72.13,209.01
43.08,59.8,35.36994,28.7,77.72,69.97,205.57
42.27,60.13,35.88997,28.75,77.34,69.92,207.5
41.7,58.81,35.35999,27.62,76.23,66.26,205.89
41.22,58.8,33.53998,27.76,75.44,61.68,200.08
42.0699,59.21,33.13006,28.09,73.97,58.32,198.54
42.1599,60,33.40002,27.15,74.81,60.31,199.82
42.1701,60.36,33.33999,27.6,74.68,60.7,202.93
42.4299,62.12,32.96998,27.8,77.42,61.42,202.7
43.83,61.9,34.30002,27.69,76.02,62.26,203
44.7399,62.33,34.21003,26.92,75.43,61.09,205
44.9001,63.79,35.11003,26.25,78.51,61.7,206.9
45.3,64,35.02999,26.4,80.27,61.52,213.82
44.4099,63.64,33.53003,26.84,78.67,59.41,208.75
44.6601,64.19,34.17996,26.54,79.05,60.28,213.64
45.7899,64.49,34.59,26.52,78.93,59.95,218.7
47.04,64.96,35.59005,26.89,79.43,60.77,219.31
47.16,65.5,36.19001,26.64,80.09,61.73,219.12
48.12,65.22,36.17995,26.69,80.7,63.14,220.02
48.4299,66.65,35.72005,26.85,77.87,65.05,219.96
48.6399,65.84,35.73001,26.97,77.38,65.61,216.39
48.4401,65.14,34.85001,27.07,75.13,63.42,218.43
49.05,63.19,33.42998,27,75.85,63.07,216.71
49.9599,64.3,33.38001,26.9,76.3,64.04,216.99
49.9599,62.94,33.09004,26.05,75.29,64.69,216.5
51.0399,62.02,33.42998,26.3,75.29,64.68,217.69
51.1599,61.52,32.37002,25.9,73.84,64.72,217
50.9499,60.63,31.67,26.54,71.75,64.2,217
51.8001,62.27,32.98004,26.32,73.67,65.76,216.99
50.4399,60.36,32.54999,26.44,72.14,64.47,217.86
50.9301,60.64,32.39002,26.7,72.15,63.62,218.15
50.1399,61.88,32.12006,26.53,72.06,65.55,216.62
49.3899,61.4,31.75004,26.08,70.95,65.73,217.44
48.9099,60.04,31.45001,25.98,69.81,66.37,217.78
50.0001,61.57,30.94003,26.42,70.85,65.7,220.06
49.8099,61.7,31.98994,26.1,73.43,66.15,222.04
49.8,61.07,32.81001,26.2,74,65.94,223.1
49.62,62.18,33.22999,26.07,76.41,67.52,222.94
50.13,61.37,35.27995,26.49,75.8,70.16,221.52
49.6101,61.94,34.69005,25.97,73.74,68.35,220
49.7799,61.4,34.93005,26.1,75.2,68.86,220.25
50.97,62.39,35.64001,26.28,75.82,69.67,221.99
51.3201,63.06,35.55998,27.16,76.18,70.32,225
50.16,63.04,35.53002,26.72,76.01,71.88,225.85
50.52,62.11,35.05,27.1,76.99,73.19,220.66
50.49,62.53,35.31002,26.64,74.98,70.58,215.1
51.0501,62.68,35.92004,26.17,74.86,71.31,215.92
50.73,62.83,35.57999,26.52,74.5,71.93,213.05
49.95,61.07,35.13999,27.09,74.03,71.67,215.83
50.0601,62.07,34.98998,27.99,74.51,73.26,222.67
50.6799,62.31,33.78994,29.5,75.72,73.89,236
48.81,60.1,32.41999,28.76,74.35,71.94,240
47.7501,61.18,31.93997,28.59,75.82,72.25,240.07
47.9199,61.71,32.13996,28.21,76.01,72.12,239.09
48.5901,61.28,32.06998,28.11,75.45,74.43,240
48.2199,61.45,32.13996,28.81,75.5,75.48,240.23
49.59,62.5,32.63003,28.55,75.72,74.55,241.95
48.2301,61,32.88994,27.68,73.07,75.36,240
47.52,60.9,32.17003,28.07,73,74.03,246.9
45.78,60.64,32.35996,28.5,71.01,74.27,244.96
45.75,59.38,31.1,29,70.05,71.77,248.66
45.75,59.38,30.529995,29,70.05,71.77,248.66
45.1401,57.32,29.95999,28.82,69.26,71.62,248.99
44.9799,58.3,29.93998,28.03,71.83,71.72,247
44.04,56.91,29.41,27.4,70.21,69.38,245.35
42.15,56.98,28.79003,28.47,70.46,69.95,243.19
44.0199,58.69,29.52995,28.92,70.82,71.53,239.92
43.7799,57.17,28.09997,28.7,66.23,67.51,241.62
44.94,60,29.76996,28.39,71.44,71.62,243.96
45.9,60.67,29.58998,27.03,72.15,70.92,238.04
45.09,59.98,28.83005,26.5,70.16,69.81,233.18
43.8201,61.6,28.55002,27.61,70,70.17,241.13
43.8201,61.6,28.410005,27.61,70,70.17,241.13
43.5999,59.1,28.26999,26.64,70.08,69.1,240
43.7499,58.71,28.02999,25.19,70.17,65.83,244
43.8,59.39,27.87002,24.7,70.17,66.31,242
44.0001,60.7,28.26004,24.71,70.69,66.98,245.5
43.23,58.32,28.35998,25.6,69.88,64.12,242.19
43.38,59.43,28.55002,26.46,69.62,63.5,242.28
46.2801,59.91,30.92997,27.42,72.7,66.35,243.15
46.4799,59.62,30.81997,26.81,72.45,64.09,242.96
45.1401,60.25,31.10995,27.23,72.02,64.55,257.57
45.1899,60.07,30.88,27.01,71.34,64.7,268.44
46.08,60.67,29.65001,27.96,73.28,66.56,276.02
46.89,61.6,30.06999,27.07,73.69,69.64,297.89
47.4099,62.31,31.07004,27.71,74.57,72.41,302.84
47.4501,62.55,31.25997,28.39,74.99,73.37,298.94
47.46,63.21,31.33006,28.96,76.72,72.46,295.24
45.09,62.53,30.17004,28.5,75.4,70.13,292.27
45.09,62.53,29.575,28.5,75.4,70.13,292.27
44.13,62.62,28.97996,28.8,74.09,69.87,290
44.1201,62.65,28.48004,28.99,75.22,70.75,295.9
45.5601,62.94,27.59994,29.92,72.22,66.86,300.32
45.9999,65.96,27.81994,29.3,74.2,68,303
46.14,64.14,27.63001,30.39,72.29,68.76,310.06
47.2299,65.43,27.39001,29.98,71.98,70.94,329.45
47.7999,65.33,27.96001,29.26,71.99,72.42,334.87
47.9901,64.1,28.4,29,72,73.52,334.75
47.9901,64.1,28.77499,29,72,73.52,334.75
48.0399,65.47,29.14998,28.17,72.39,74.08,329.97
47.76,65.08,28.75001,26.76,71.5,73.07,329
47.5599,66.77,28.94005,27.64,70.15,73.06,329.58
47.85,65.05,28.29,28.36,70.8,72.12,325.02
47.85,65.05,28.235005,28.36,70.8,72.12,325.02
44.9601,61.42,28.18001,27.99,69.75,71.32,312.76
44.4,59.76,28.31001,27.25,68.86,73.13,319.41
43.1199,57.96,27.41996,29.1,68.65,71.51,316.01
42.99,56.59,27.06996,27.26,69.14,70.44,319.12
43.5399,55.64,27.21998,26.88,67.13,69.94,308.82
44.3601,57.26,27.10998,26.09,66.49,69.87,312.44
44.4,57.98,27.76002,25.87,66.31,73,310.51
45.1401,58.01,27.58004,25.61,65.52,71.85,298.96
45.87,58.64,26.99998,24.97,65.58,73.33,294.84
45.0099,58.52,25.89999,25.55,63.3,71.88,290.53
44.3601,58.9,25.83001,26.29,62.93,69.24,295.62
43.0599,58.51,24.62003,26.66,62.18,66.8,293.08
42.66,58.97,24.91995,26.06,60.55,66.84,285.1
42.8799,57.88,23.26002,25.76,59.11,62.9,281.45
43.5,60.95,25.58006,26,60.86,64.61,287.01
43.5699,62.28,26.91994,27.75,60.71,65.55,279.8
44.2899,63.64,28.37999,26.39,61.09,67.96,279.31
44.0301,62.12,26.64997,26.35,61.79,68.8,273.32
44.0001,64.74,26.14995,26.63,61.68,68.78,270.52
43.9701,66.14,27.36999,26.1,61.95,69.64,264.17
43.98,64.29,27.43002,25.89,63.09,70,260.6
43.8501,64.7,29.58003,25.25,66.66,70.3,258.41
43.89,64.99,29.97005,25.14,66.51,71.55,257.03
43.89,64.99,28.76001,25.14,66.51,71.55,257.03
43.9701,61.49,27.54997,25.5,63.56,68,247.16
43.47,59.41,27.41001,25.9,62.9,65.59,245.76
42.7299,61.36,27.69004,25.75,63.53,66.25,244.62
43.08,62,28.11003,26.94,63.01,66.06,243.85
43.5,61.81,28.46998,26.4,64.51,66.99,249.65
43.59,60.8,28.11998,26.02,65.34,67.39,253.05
44.3799,61.75,28.55002,25.86,65.96,67.8,254.86
44.7501,61.73,28.11003,25.85,64.46,68.25,252.73
44.28,60.46,28.07996,25.75,64.55,66.84,250.33
44.7,61.03,28.60994,25.96,65.53,68.33,251.63
44.6499,60.51,28.66997,25.9,64.05,66.57,250.44
44.3601,60.08,29.08996,26.13,64.23,66.96,248.36
44.4099,58.35,29.87996,26.75,64.04,66.59,245.92
45.0699,59.94,29.62005,27.83,64.93,66.02,245.64
45.7701,60.58,30.00001,27.19,67.32,67.53,244.83
46.3599,60.96,30.55996,26.64,68.96,68.03,244.2
46.8,61.41,30.28004,26.53,70.47,68.03,255.09
46.0101,60.32,30.76005,26.71,69.17,66.37,261.57
44.2299,58.18,29.39994,27.68,66.2,64.46,251.54
44.6901,59.64,29.3,27.99,65.66,64.61,259.4
44.7699,60.5,28.92999,28.5,65.53,65.62,265.54
44.73,60.94,28.97001,29.17,66.76,66.09,273.88
44.43,60.7,27.94,28.5,65,65.4,278.07
44.6799,60.84,27.23999,28.35,65.13,64.71,284.68
44.9799,61.78,27.32002,28.72,65.85,62.2,282.51
45.0501,62.92,28.83005,28.92,66.75,63.87,287.06
45.7299,61.15,29.21996,28.07,67.97,62.27,282.48
45.9099,60.93,30.28004,27.95,69.49,62.36,278.58
45.4599,60.19,28.17005,27.27,68.97,61.48,272
45.82995,60.85,27.930045,27.065,69.14,61.825,275.575
46.2,61.51,27.69004,26.86,69.31,62.17,279.15
45.75,61.52,26.75997,28.84,68.45,59.87,280.42
45.75,61.52,27.063986,28.84,68.45,59.87,280.42
45.75,61.52,27.672018,28.84,68.45,59.87,280.42
46.0299,60.71,28.28005,28.53,69.41,61.81,278.89
46.2399,61.67,28.86996,28.98,70,62.79,275.85
46.44,62.12,28.81999,29.72,69.84,63.3,279.06
46.4601,61.93,28.66997,30,70.1,62.42,278.63
46.5,62.3,27.76002,30.17,70.24,62.45,275.38
47.2101,64,28.11998,31.93,71.01,63.26,290.58
49.0401,68.03,29.19,30.67,72.75,64.46,303.52
49.1901,66.34,29.19,30.73,72.5,63.74,308.97
48.7599,67.66,28.95,31.51,72.99,64.4,304.91
48.78,67.73,27.83,32.44,73.78,64.26,304.92
48.99,67.8,28.86001,32.35,74.16,64.77,307.98
49.1499,67.95,28.53001,33.68,74.51,65.1,307.95
49.1199,67.99,28.02004,34.5,75.49,63.89,315.02
49.2801,68.4,28.07996,33.99,76.03,65.21,313.67
49.1001,67.2,27.43998,33.99,75.27,64.63,308.35
48.78,67.71,26.84996,33.91,75.13,63.57,313.87
48.9099,68.14,26.95996,34.07,74.96,63.61,322.88
49.0299,67.99,27.36004,34.08,77.21,65.47,321.7
48.75,67.5,27.47004,35.44,75.98,67.82,324.83
49.5501,68.38,28.11003,34.28,76.45,67.41,327.17
49.3401,68.1,28.88997,34.28,76.89,66.5,329.34
49.0401,69.09,29.17994,34.19,74.79,66.42,321.41
49.4901,68.45,28.29,33.07,74.98,66.41,327.99
49.9101,68.5,28.92999,33.35,74.82,66.03,336.47
49.95,70.4,29.41995,33.99,76.48,65.58,347.25
49.7499,68.61,28.97996,33.77,75.1,66.01,331.12
49.7001,67.6,28.86996,33.26,73.78,63.88,333.81
49.7499,67.14,29.12997,33.47,73.63,63.51,324.14
49.7499,67.14,29.159985,33.47,73.63,63.51,324.14
49.9401,67.73,29.19,33.4,73.89,63.26,333.81
49.92,67.86,30.18994,33.21,75.96,63.95,350.5
49.7301,67.41,30.72999,33.28,75.1,63.9,350.38
49.3401,65.63,29.75006,33.18,74.09,62.67,350.41
49.8,64.8,30.35002,33.24,74,62.48,353.53
49.6299,64.84,30.2,32.89,72.17,61.83,351.28
49.8999,64.19,29.82999,32.49,72.58,61.81,350.1
49.95,65.05,29.91998,32.39,72.36,63.48,360.71
49.68,64.86,30.46002,32.74,73.54,64.89,367.13
49.8501,66.35,30.96004,33.99,74.98,64.59,371.2
49.6101,66.25,32.04997,33.96,75.69,64.85,387.73
49.9899,67.88,33.05997,34.84,75.96,65.58,394.98
48.72,66.62,32.35001,34.89,75.56,66.95,394.76
48.7701,65.24,32.06998,35.01,75.28,66.96,391.7
48.99,65.15,32.30003,34.91,75.54,69.14,388.38
48.6399,64.59,31.95003,35.46,75.12,68.1,381.41
48.7299,65.85,31.82002,38,75.96,67.97,379.8
48.99,66.23,31.84998,38.32,75.19,68.47,380.43
48.3999,66.72,30.72999,37.5,75.81,68.32,386.91
48,67,29.69003,37.01,76.88,68.88,405.71
48.5001,67.09,29.41,39.45,75.75,69.16,407.79
47.9001,66.19,28.85006,39.2,75.3,69.5,396.11
47.9901,67.26,29.25003,39.5,76.2,70.22,399.83
48,66,29.67997,38.71,75.62,70.35,396.58
48,66.01,29.82999,38.28,76.13,70.99,396.46
47.6601,65.72,29.08001,38.12,75.38,69.77,392.06
46.8,65.61,28.20996,38.12,75.15,70.05,390.89
45.4101,65.75,27.96996,38.02,73.84,68.92,400
44.1099,65,26.99003,37.96,73.83,66.81,399.42
44.3001,64.62,26.66998,38.31,74.47,67.36,398.04
45.12,64.73,26.60995,38.3,75.32,66.96,399.99
45.2799,65,26.66998,38.76,74.34,67.01,395.2
43.8699,64.67,26.31003,37.6,73.6,65.9,396.45
43.56,64.61,25.24995,37.72,73.42,65.75,399.7
44.0499,66.25,25.19998,37.87,75.77,66.62,394.74
43.0101,64.92,24.64999,37.82,74.17,66.95,396.93
43.1199,66.91,24.57006,37.54,73.98,65.92,399.96
42.5499,66.96,24.75999,37.19,73.27,65.55,399.03
43.7499,67.51,25.58006,36.44,74.51,66.68,398.22
42.78,66.7,25.02995,35.59,73.97,64.91,391.85
42.7599,66.92,25.39997,36.71,74.46,64,388
41.9499,67.18,25.52998,37.36,73.73,64.28,379.97
41.3799,65.45,24.97998,35.96,72.59,64.94,379.95
40.4199,65.45,23.83003,35.97,72.51,62.67,381.63
39.69,64.77,24.18003,35.66,71.31,62.29,381.16
39.5799,64.55,24.05002,35,70.89,61.58,380.27
39.63,66.13,23.74999,34.51,68.94,62.43,380.05
39.9099,67.32,24.47001,34.13,67.09,63.88,383.9
38.5299,64.83,24.23995,35.13,66.9,64.38,375.18
37.4601,64.02,23.59997,36.13,66.65,63.55,382.18
37.0101,61.59,22.88006,35.52,66.24,63.26,383.32
37.0701,62.33,22.41994,35.41,66.23,62.56,382.56
36.9501,61.33,21.97,35.05,65.64,61.86,374.93
38.07,63.9,22.43995,36.1,66.84,64.06,375
39.1299,62.97,23.11996,35.81,67.01,65.08,375.94
39.27,63.36,23.00001,36.21,67.45,66.17,399.99
41.1801,63.19,22.80997,36.83,66.21,65.3,400.22
40.56,63.95,23.30999,37.8,66.55,63.62,399.29
41.31,64.78,23.24001,36.79,67.1,62.57,403.97
40.1301,63.2,22.16999,36.42,64.07,62.09,385.57
40.6701,64.74,22.16999,37.69,64.19,63.34,398.38
40.74,63.58,21.88001,37.37,64.06,61.85,379.74
42.4299,64.93,22.45001,37.74,65.84,54.15,394.81
43.23,64.94,21.86,37.8,65.7,52.63,386.22
43.2399,64.97,21.37999,37.77,64.95,53.3,397.93
43.1799,64.49,20.19996,37.14,63.81,52.52,398.94
42.4101,64.13,20.19996,37.75,63.27,51.56,401.12
43.1601,63.74,21.61004,37.8,62.85,51.25,407.93
43.9599,65.16,21.68002,37.67,62.22,50.05,418.17
42.87,65.19,21.18,37.69,61.55,48.33,421.16
43.7499,66.38,21.70003,37.66,60.73,46.71,429.28
42.4899,67.76,22.27003,37.76,59.69,46.66,442.48
41.4999,66.1,22.27999,37.24,58.43,46.66,441.07
40.02,67.06,22.01002,37.66,57.45,47.53,440.98
41.3199,69.43,21.98006,37.5,57.03,50.54,441
42.5301,70.45,22.19,37.94,57.47,50.82,438.05
42.0999,68.52,21.53,37.02,56.24,49.38,426.45
42.4701,70.15,20.91998,36.98,56.08,47.7,421.76
43.35,68.95,20.91998,36.74,55.64,48.49,414.04
44.1501,67.42,20.56998,36.18,55.35,46.66,400.41
44.7501,69.3,20.93004,36.73,56.02,47.8,401.57
43.92,68.11,20.54997,36.28,55.16,46.34,396.01
43.86,67.96,20.10002,35.36,53.35,45.75,389.51
44.5599,66.89,20.14004,34.76,53.02,45.73,385.98
45.96,68.06,20.58003,34.98,53.43,47.43,388.55
45.2601,68.55,20.69998,35.66,53.65,46.5,380.94
45.24,68.36,20.69998,35.4,53.8,47.25,381.36
45,68.87,21.50004,35.11,54.82,48.11,377.51
45.3399,67.86,21.84994,35.34,54.49,47.6,378.33
44.7699,67.98,21.18,35.37,54.61,46.36,381.18
44.7801,69.32,21.24003,35.67,54.79,45.5,398.42
46.4499,69.51,22.43,35.66,55.46,46.48,400
45.4101,66.45,21.55996,35.45,55.12,46.05,384.51
44.7201,68.45,21.59003,36.22,55.26,45.98,398.91
44.2599,67.1,21.31001,36.86,54.21,44.2,399.37
45.0099,68.96,19.71,37.5,54.74,42.84,389.78
42.6501,67.79,18.78004,36.89,54.48,38.23,388.24
42.6501,67.79,18.70503,36.89,54.48,38.23,388.24
42.1401,65.8,18.63002,34.37,49.79,35.68,354.15
41.9001,64.96,19.73996,35.15,49.1,36.24,350.88
43.8201,68.1,20.74,36.31,48.85,38.35,375.98
43.9401,66.03,20.14004,36.15,49.82,35.88,378.27
43.8999,66.82,19.53002,37.19,52.12,35.83,379.77
43.9299,68.83,19.33998,36.63,51.77,34.15,374.92
44.79,70.78,19.84,37.97,52.78,33.9,390
46.29,69.97,19.46004,38.01,52.21,32.79,388.05
44.0199,67.61,18.04001,36.66,48.37,29.5,372.39
47.16,68.73,18.74997,37.56,49.18,31.53,381.62
48.5001,68.51,18.04996,38.01,53.71,32.96,381.04
48.6999,68.44,16.76999,37.77,52.78,31.53,393.08
48.03,66.27,15.64004,37.5,49.75,29.01,385.76
45.9999,62.49,13.80003,37.01,44.98,26.02,373.89
43.0599,57.67,13.27999,35.21,41.31,23.73,360.22
41.61,60.09,12.4,35.08,40.27,17.99,363.35
40.3401,58.18,10.52,33.56,40.07,16.02,347.74
36.0201,54.05,8.85,35.52,34.3,14.04,343.51
38.7399,59.64,9.86,35.02,43.09,18.87,349.96
38.52,62.06,11.23999,36.08,42.56,20.7,328.93
37.74,61.67,9.85,37.5,37.61,20.29,319.78
37.3401,61.04,9.36,36.45,36.81,18.74,312.24
38.01,59.5,9.49,35.96,35.08,18.44,309.83
41.0601,59.93,10.14,35.74,34.78,18.8,311.48
41.2401,59,10.02,35.5,31.74,18.52,297.41
40.4901,56.96,9.24999,33.41,28.77,16.26,313.6
39.0099,54.73,9.15,31.52,26.24,15.81,307.57
38.2401,50.05,7.98,29.86,25.2,14.75,288.42
39,53.05,7.61,29.51,25.99,14.29,282.29
41.7,60.44,8.45,32.25,27.48,15.98,296.71
48,61.46,8.95,34.69,26.89,16.27,308.07
46.1901,63.48,9.43,34.7,27.57,18.79,330.23
42.8601,61.3,9.61,35.01,25.37,18.28,343.12
42.1899,65.11,10.04,34.68,25.06,19.06,343.91
43.4001,66.58,10.23,35.29,27.21,20.09,382.34
41.5299,64.14,9.66,33.78,26.34,19.29,371.58
39.27,61.5,9.3,33.02,25.07,18.51,358.63
39.9201,64.12,8.81,34.72,25.69,19.43,377.24
41.85,64.4,8.52999,34.5,26.49,18.93,379.16
42.9699,64,8.18,33.26,27.05,17.86,390.72
43.05,62.92,7.46999,32.79,25.91,16.53,374.97
44.9799,63.1,7.16,34,27.57,17.78,405.92
44.0001,62.7,6.8,33.19,27.78,17.48,427.91
44.0001,62.7,6.475,33.19,27.78,17.48,427.91
42.06,61.13,6.15,31.43,26.99,16.56,414.89
39.9699,61.11,6.23001,31.1,26.27,15.25,430.12
39.1401,59.01,5.94,30.56,26.29,15.38,427.77
39.0201,62.1,5.79,30.25,26.54,15.41,429
40.4601,62.99,6.28,31.49,26.53,17.9,452.46
40.0599,63.53,6.92,31.36,24.91,17.19,486.19
41.91,63.96,8.64,33.24,24.72,18.53,502.05
42.45,63.04,9.05,35.57,24.3,19.18,521.23
41.9901,62.92,9.59,35.1,24.42,19.05,500.87
39.3,56.82,8.37,33.57,24.56,18.54,467.93
39.54,59.2,8.83,33.69,25.08,18.84,478.1
39.6999,59.83,9.15,33.2,24.74,18.78,502.99
39.6699,58.92,9.45,34.23,25.11,18.87,495.69
40.14,61.32,9.97,35.38,26.02,19.13,495.1
41.5101,60.11,12.64996,36.15,27.44,20.48,518
41.52,61.07,13.58003,35.99,28.47,21.91,516.17
42.2301,59,14.09,34.54,29.79,22.5,524.28
42.9801,59.07,11.41997,33.64,28.96,22.04,529.24
42.9801,59.07,11.064985,33.64,28.96,22.04,529.24
42.7101,59.83,10.71,32.29,28,22.87,550.76
43.47,59.81,12.26999,33.43,29.14,24.97,566.95
43.6401,60.26,13.14003,33.88,33.02,24.42,594.33
42.7701,57.81,12.84,32.84,33.29,23.23,575.15
42.3,59.3,12.20001,33.52,31.8,23.12,570.16
41.9799,59.28,11.43997,33.32,31.51,23.14,560.98
42.7899,59.01,12.00003,33.21,31.17,23.1,555.56
43.95,59.24,11.76997,33,31.34,23.47,551.21
43.95,59.24,11.85001,33,31.34,23.47,551.21
44.0601,59.92,11.93005,33.63,31.31,23.39,553.33
43.9899,59.94,12.40995,33.59,30.26,23.11,565.46
44.0001,59.11,12.49994,32.94,29.53,23.41,579.68
45.5499,58.32,12.70999,32.35,29.55,22.89,581.21
45.5499,58.32,13.230025,32.35,29.55,22.89,581.21
48,59.95,13.75006,34.67,30.79,23.92,582.41
48.0501,60.1,13.93003,33.24,32.83,24.52,587.43
47.7801,59.3,14.00996,33.01,33.45,24.82,591.53
46.0101,58.86,13.38999,32.24,31.54,23.69,562.34
44.97,57.87,14.00001,32.17,31.59,23.98,536.59
44.73,57.21,14.24997,31.28,30.37,23.86,505.55
44.01,53.85,12.92999,31.57,29.69,23.06,490.59
44.0799,53.2,13.39994,31.52,29.36,23.52,473.48
42.1599,50.31,13.01002,31.38,28.84,23.59,457.28
41.55,49.03,13.16999,31.36,28.06,23.93,432.73
42,49.47,13.49999,31.03,27.56,24.06,409.68
42.3501,50.16,13.43996,31.06,27.68,24.22,397.25
41.07,48.86,11.82005,30.49,27.08,23.31,367.14
41.3799,49.19,12.13999,30.49,25.87,24.52,364.5
41.67,49.1,11.83995,30.06,25.77,24.43,360.39
44.01,48.35,11.87997,30.53,25.25,24.2,346.2
44.22,50,11.67998,31.28,26,24.65,340.94
44.5701,50.42,11.94,31.19,24.86,24.16,342
45.09,52.61,12.38994,31.84,25.2,24.85,330.68
45.6801,50.52,11.45003,31.39,23.13,24.18,309.24
46.4001,51.41,11.30002,32.07,24,23.74,324.51
46.4001,51.41,11.445005,32.07,24,23.74,324.51
46.9701,51.37,11.58999,31.88,22.66,24.69,326.13
47.19,50.85,11.98002,32.43,23.6,25,314.33
47.9799,49.94,11.78998,32.67,23.64,24.73,320.3
48.1599,49.73,12.35998,32.82,23.89,25.91,342.66
48.3801,49.9,12.59004,33.05,23.74,26.47,337.3
47.4501,48.93,12.09002,31.12,22.17,25.48,318.82
47.1801,47.54,11.5,29.96,22.21,25.43,303.36
47.5299,46.21,11.89998,29.9,22.01,25.62,292.3
47.37,46.12,11.72995,29.67,22.47,25.33,291.76
47.5101,46.28,11.74001,30.46,22.64,25.91,295.99
47.0001,44.92,10.5,30.66,22.43,25.21,285.47
47.52,44.37,10.19,31.2,22.1,25.05,293.83
47.6199,44.45,9.46,31.4,22.53,24.96,296.98
46.8099,42.43,8.94,32,22.11,25.04,287.51
46.17,39.9,8.5,32.44,21.89,23.8,278.28
46.4301,39.98,9.44,32.69,22.71,23.73,301.54
46.47,40.06,9.06999,33.02,21.41,23.73,313.67
47.6799,40.21,8.65,31.29,21.38,23.71,305.87
47.1999,43.03,8.22,29.11,20.83,22.45,303.54
45.3699,41.84,7.43,28.87,19.42,21.06,302.72
45.3801,43.06,7.91,28.11,17.99,20.09,303.42
47.19,45.87,8.29,29,17.76,21.45,307.79
46.0401,46.02,7.01,29.9,17.17,20.05,307.13
45.42,45.25,6.63,29.31,16.5,19.56,305.23
46.0701,46.02,6.22,29.1,17.13,18.8,303.17
46.2099,46.62,7.12,29.06,18.1,19.76,302.44
46.0899,46.28,7.55,29,18.36,19.7,301.11
47.1201,48.52,8.56,35.95,19.36,20.65,364.28
50.22,51.33,8.63,37.14,20.55,20.77,395.32
50.22,51.33,8.305,37.14,20.55,20.77,395.32
46.68,52.81,7.98,37,19.97,20.81,440.21
47.0199,54.14,8.36,37.22,19.03,21.55,464.92
45.99,53.07,8.25999,36.68,19.84,21.06,457.29
46.53,52.74,7.26,36.57,20.4,20.3,450.37
48.5001,52.67,8.12,36.88,21.47,21.71,456.96
47.9601,52.94,8.69,35.95,21.83,22.09,460.2
47.9301,52.87,8.81,35.75,21.04,22.94,451.88
47.4699,52.04,9.24,37.22,22,23.72,454.35
47.01,51.92,9.24999,36.89,22.02,23.77,445.67
45.1101,49.33,8.66,35.98,21.95,22.51,442.87
45.87,52.6,8.92,36.65,21.95,24.35,470.2
46.9899,51.98,9.31,36.78,21.62,25.3,481.12
47.5599,52.25,10.19,37.28,21.81,24.85,493.73
49.4301,52.05,10.07,37.31,22.92,25.02,517.41
48.24,53.78,10.01,36.9,23.98,25.45,524.87
48.0201,54.5,9.94,37.25,23.99,24.86,529.9
47.37,53.35,9.95,36.1,23.88,24.5,539.5
47.37,53.35,9.95,36.1,23.88,24.5,539.5
47.37,53.35,9.95,36.1,23.88,24.5,539.5
48.0099,59.11,10.7,37.99,25.25,25.5,586
48.3201,61.96,10.27,39.37,25.87,25,590
48.6999,62,10.22,40,26.27,25.3,589
48.99,62,10.72,40.18,26.47,26.6,591.5
51,64,10.99998,40.05,27.5,26.75,583.2
54.21,64,10.19,38.5,26.5,25.66,589.2
51.8799,62,10.25,39,25.47,26.5,580
49.5,61.6,10.25,38.7,25.59,26.37,577.42
48.7599,64.5,10.26,39.6,27.9,26.7,595.98
49.9701,65.35,10.7,41.2,26.8,26.85,597.25
48.8001,63,10.48999,39.7,26.01,25.5,601.5
50.0001,62.35,10.05,38.7,25.8,25.01,601.98
49.4199,63.48,10.05,37.5,25.49,25.4,578
50.3499,62,10.2,37,23.95,25.1,582.98
50.3499,62,10.2,37,23.95,25.1,582.98
49.8999,63.29,12.18001,39.5,25.94,26.1,599
50.3901,63.74,12.79998,39.26,31.5,27.1,602.53
51.69,64,13.58003,40.65,29.49,28.12,618
51.5001,63,13.10997,40.99,27.83,27.3,614
53.0001,64.75,13.08996,43,27.85,27.85,618
54.3501,64.5,12.59999,41.7,27.7,27.65,590
54.5001,64,11.96996,40.97,27.8,27.39,593.5
52.5,62.66,11.34999,40,27.1,26.3,600
52.8,65.5,11.76002,39.8,27.6,25.35,599.98
52.1001,66.65,11.74996,39.5,27.46,25.65,596
51.9999,69.56,12.42996,39.55,28.55,26.37,618
52.7001,72.29,12.61005,41.21,29.5,26.84,635
51.9999,72.26,13.10001,42.28,30.5,26.51,644
50.4999,69.21,12.51995,40.73,29.4,25.8,634
51.99,69.99,12.49994,41,30.35,25.99,642.11
51.9501,69.9,12.70004,41,31.69,26.31,638
52.0899,69.99,13.12002,42.4,34.5,26.61,660
